          70         107 (4.446767211537899E-004,3.026166285667152E-016)
          70         108 (2.759650197210422E-002,-1.091011964209852E-016)
          70         109 (-2.261240464486725E-003,7.928340590986830E-017)
          70         110 (-4.745385406740685E-003,-1.282597420911599E-016)
          70         111 (1.129409613044367E-004,2.591639393231632E-017)
          70         112 (2.715359736660618E-002,-1.523506917466415E-016)
          70         113 (-1.142339326186887E-002,7.365632813305543E-017)
          70         114 (-0.342092143219695,1.134545986036966E-016)
          70         115 (-1.116582770809668E-002,1.035702139627439E-016)
          70         116 (0.341059835994755,1.037312286377550E-016)
          70         117 (-1.201405380692491E-002,3.700861787086822E-017)
          70         118 (-0.338199441311956,1.178030263865678E-016)
          70         119 (-1.130705298906039E-002,-1.180230232311125E-017)
          70         120 (0.340060000146397,5.657304705979962E-017)
          70         121 (1.308469799343984E-003,6.412033486892780E-017)
          70         122 (2.360267863434314E-002,8.175914407917392E-017)
          70         123 (-1.768858649055277E-003,4.532104631532124E-017)
          70         124 (-3.249292496041709E-003,-4.784189793571199E-017)
          70         125 (7.915840317537135E-004,1.439423513716295E-016)
          70         126 (2.290227512534857E-002,3.692370922106166E-017)
          70         127 (-2.072802331725405E-003,-1.423556782871234E-016)
          70         128 (-2.935596324461344E-003,4.894332633903418E-017)
          70         129 (-9.560031938869364E-003,-5.387921469657942E-017)
          70         130 (0.275848462114095,1.227633741202857E-016)
          70         131 (-9.766162646431034E-003,2.623090437382441E-017)
          70         132 (-0.274486674288476,3.229809045723449E-017)
          70         133 (-8.818577722385793E-003,-2.879907010145077E-017)
          70         134 (0.272604977974028,-1.025748755246768E-016)
          70         135 (-9.336842423355647E-003,-1.657075742520642E-017)
          70         136 (-0.273578876573411,-1.329894564756057E-016)
          70         137 (-2.385118052403607E-003,-3.200872709694610E-017)
          70         138 (-3.859388246341495E-003,-3.073949866214876E-018)
          70         139 (9.092742400063841E-004,6.794122411022281E-017)
          70         140 (2.061637184819040E-002,6.385038771446722E-017)
          70         141 (-1.903815820675735E-003,-8.945245459328800E-017)
          70         142 (-3.444764984559110E-003,-7.279825562237536E-017)
          70         143 (1.143040963141326E-003,1.481577082279005E-016)
          70         144 (2.031971627235029E-002,-6.061322251709072E-017)
          70         145 (-7.641491490313508E-003,-1.348268668202587E-017)
          70         146 (-0.214943484583949,-3.322589625968334E-018)
          70         147 (-7.590147458756628E-003,6.159104739996016E-017)
          70         148 (0.215364758099443,1.383904626799585E-016)
          70         149 (-8.358134009678430E-003,8.546779985679374E-017)
          70         150 (-0.211915937446635,4.200705300244078E-017)
          70         151 (-7.815685085458138E-003,-5.011187475494643E-017)
          70         152 (0.214499120025868,7.405111667705341E-017)
          70         153 (8.783185469717138E-004,4.422181856814955E-017)
          70         154 (2.252217332915769E-002,-6.525880765078331E-017)
          70         155 (-2.307480599781273E-003,-1.015203027585589E-016)
          70         156 (-8.584143540642084E-003,1.871841444007591E-018)
          70         157 (3.307416215993130E-004,1.587313108669860E-016)
          70         158 (2.215145738758527E-002,-6.754730665928441E-018)
          70         159 (-2.609551314428793E-003,-9.256564949418669E-017)
          70         160 (-8.461420421552946E-003,7.456978382352293E-017)
          70         161 (-6.303104527083153E-003,-3.350755732344498E-017)
          70         162 (0.153305492775963,-4.014501135535335E-018)
          70         163 (-6.147422842349745E-003,5.117717571979801E-018)
          70         164 (-0.149922190141008,1.834930021783369E-017)
          70         165 (-5.469653886055845E-003,3.059828989249207E-017)
          70         166 (0.150274064789815,4.769601277173550E-017)
          70         167 (-5.737906386122405E-003,4.554771389882212E-017)
          70         168 (-0.148908757721003,1.090241963792195E-016)
          70         169 (-3.233878450278673E-003,2.039072972643872E-017)
          70         170 (-1.853729216741145E-002,-2.990132375082940E-017)
          70         171 (-6.597307944224151E-004,1.048752030599868E-016)
          70         172 (2.829583710016085E-002,-3.101146308474729E-017)
          70         173 (-2.576616074747032E-003,8.487197220404752E-019)
          70         174 (-1.829203362480179E-002,-2.924488635993833E-017)
          70         175 (-4.678859351757244E-004,2.069570399129467E-017)
          70         176 (2.817684141162967E-002,-2.992507249845348E-017)
          70         177 (-3.408744453696196E-003,1.013894554116107E-016)
          70         178 (-7.508765806316106E-002,-1.831276015633487E-017)
          70         179 (-3.863351028841727E-003,6.127543663037683E-018)
          70         180 (7.807308810513501E-002,3.361598548585994E-017)
          70         181 (-3.905371841156343E-003,3.995309580022904E-017)
          70         182 (-7.273876462021944E-002,-2.105376908578127E-017)
          70         183 (-3.999135162321491E-003,-1.650849719494869E-017)
          70         184 (7.745379871341966E-002,-8.727068740808585E-018)
          70         185 (-1.837164501565659E-003,6.192600560486659E-018)
          70         186 (2.163395823327895E-002,5.112225101004194E-017)
          70         187 (-3.052452862169857E-003,6.167338861759115E-019)
          70         188 (-1.473579999362672E-002,-9.694807282988272E-019)
          70         189 (-2.330698307827393E-003,1.490165142906308E-017)
          70         190 (2.112727492670364E-002,3.443962689718542E-017)
          70         191 (-3.236152975021749E-003,-8.602016455056771E-017)
          70         192 (-1.477410710741954E-002,-2.996743512935049E-018)


